Title,Description,Price,Currency Code,Quantity,Tags,Materials,Section,When Made,Renewal Option,Who Made,Is Supply,Image1,Image2,Image3,Image4,Image5,Image6,Image7,Image8,Image9,Image10,Variations,SKU,Production Partner,Shipping,Listing Type,Category,Digital File
"Perimenopause Symptom Tracker: 14-Week Daily Journal for Hot Flashes, Mood, Sleep, Cycle & HRT with Doctor Visit Prep Pages","Perimenopause symptoms can shift week to week — and most women walk into doctor's appointments trying to remember the last three months from memory. This 14-week tracker fixes that.

Each daily page captures hot flash count, sleep, mood, energy, brain fog, joint pain, cycle changes, HRT and supplement doses, and possible triggers. Weekly Reviews surface trends. Monthly Doctor Visit Prep pages turn three months of data into a clear conversation with your gynecologist.

What's inside:
- 14 weeks of daily symptom logs (0-5 severity scale, 10 core symptoms)
- 14 weekly review pages with hot flash trend graph
- 3 Doctor Visit Prep sheets (top symptoms, questions to ask, plan)
- Quick-reference symptom guide (vasomotor, sleep, mood, cognitive, cycle, body, skin & hair, genitourinary, energy)
- HRT & supplement log with dose / route / start date
- Personal info & medical history page

Designed for women in perimenopause (typically 35-55) who want real data, not guesswork — and who want to walk into their next appointment prepared.

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",8.99,USD,999,"hrt tracker journal,hot flash diary,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\perimenopause-symptom-tracker\cover.pdf,,,,,,,,,,,KDP-PERIMENOPAUSE-SYMPTOM-TRACKER,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\perimenopause-symptom-tracker\perimenopause_symptom_tracker.pdf
Pet Loss Memorial Journal,"**For the empty bowl. The silent house. The leash you can't put away yet.**

When you lose a pet, the world is louder for everyone else and quieter for you. This guided memorial journal sits beside you through the rawest days, then walks with you across the long arc of healing - while making a permanent, beautiful place for who they were.

This is not a ""12-step"" book. There is no schedule, no judgement, no platitudes. There is only space designed by someone who knows what 2am of pet grief feels like.

**INSIDE THIS JOURNAL**

**THEIR STORY** (memorial pages, fillable)
- About my best friend - name, breed, markings, the look in their eyes
- How we found each other
- Who they were - quirks, sounds, things they loved and hated
- Photo memorial pages with prompts (""their best day"", ""just their eyes"")

**FIRST WEEK PAGES** (7 longer entries)
- The first day without them
- Their empty space at home
- How my body is taking it
- The story of our last day
- Who has shown up - and who hasn't
- Their voice in my head
- Closing the first week

**60 DAILY GRIEF CHECK-INS** (3-5 minutes each)
- Heaviness scale (1-10)
- One word for today
- ""I missed them most when...""
- Something that helped today
- A memory I want to keep
- One small thing for tomorrow

**WEEKLY REFLECTIONS** every 10 days to surface progress you can't feel.

**MILESTONE PAGES** at One Month, Three Months, Six Months, and One Year - the longer reflections that honor where you are.

**LETTER PAGES** - direct space to write to them. As many times as you need to.

**MEMORIAL LISTS** - ""Ten memories I never want to lose"" + ""Their daily rituals"" - protect the details from time.

**THE STAGES OF PET GRIEF** - a brief, compassionate explanation of denial, guilt, anger, sadness, and meaning - so you know none of what you're feeling is wrong.

**SUPPORT RESOURCES** - ASPCA Pet Loss Hotline, Cornell Pet Loss Line, Lap of Love, 988 Crisis Line, and trusted books on pet grief.

**WHO THIS IS FOR**
- Anyone who recently lost a dog, cat, rabbit, or other companion animal
- Children and teens grieving a family pet (the prompts are gentle enough)
- Sympathy gift for a friend or family member after a pet's passing
- Those still grieving years later who need a place to put it

**FORMAT**
- 6 x 9 inches - fits in a nightstand drawer
- ~95 pages, soft cover, print-on-demand
- Photo placeholder boxes - tape or paste your own pictures inside

**A NOTE ON LOVE**
The grief is the size of the love. You are not ""too sensitive"" or ""too attached."" You are a human who loved an animal completely - and that is the highest thing a heart can do.

**You don't have to be ready. You only have to open the page.**

---

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",5.99,USD,999,"pet loss journal,dog memorial book,cat memorial journal,pet grief workbook,pet sympathy gift,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\pet-loss-memorial-journal\cover.pdf,,,,,,,,,,,KDP-PET-LOSS-MEMORIAL-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\pet-loss-memorial-journal\pet_loss_memorial_journal.pdf
"Sleep Improvement Planner: 90-Night Tracker with Sleep Hygiene Guide, Wind-Down Checklists & Dream Journal","Can't sleep? You're not alone. 1 in 3 adults don't get enough sleep.

This planner helps you figure out WHY — with 90 nights of simple tracking that reveals your personal sleep patterns.

Not another ""just meditate"" book. This is DATA-DRIVEN sleep improvement.

WHAT YOU TRACK EACH NIGHT:
★ Bedtime & Wake Time — see your actual schedule
★ Hours Slept & Time to Fall Asleep — hard numbers
★ Night Wakings — frequency tracking
★ Sleep Quality Rating — subjective feel
★ Morning Energy Level — how you actually feel
★ What Helped / What Hurt — find YOUR triggers
★ Pre-Sleep Checklist — build better habits
★ Dream Journal — optional, for the curious

ALSO INCLUDES:
• Sleep Hygiene Essentials Guide — 8 science-backed tips
• 13 Weekly Sleep Reviews — spot patterns week by week
• Pre-Sleep Routine Checklist — no caffeine, no screens, cool room
• Space to experiment and find what works for YOU

WHY THIS WORKS:
Most people guess why they can't sleep. This planner replaces guessing with evidence. After 2-3 weeks, you'll see exactly what helps YOUR sleep — and what destroys it.

PERFECT FOR:
✓ Insomnia sufferers wanting to find patterns
✓ People trying to fix their sleep schedule
✓ Anyone curious about their sleep quality
✓ Shift workers tracking irregular sleep
✓ Gift for someone who ""never sleeps well""

SPECS:
• Size: 8.5 x 11 inches
• Pages: 105
• 90-night tracker (3 months)
• Matte cover

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",9.99,USD,999,"insomnia journal,sleep hygiene guide,sleep log book,better sleep planner,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\sleep-planner\cover_preview.png,,,,,,,,,,,KDP-SLEEP-PLANNER,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\sleep-planner\sleep_planner.pdf
Sobriety Journal,"**Ninety days. One small page a day. The recovery companion that opens to help you in the hardest moments.**

If you're 1 day, 30 days, or 6 months into your decision to quit, this 90-day journal walks beside you. Three to five minutes a day. No willpower lectures. No 12-step doctrine forced on you. Just a structured place to put down what you're carrying so it stops carrying you.

**INSIDE EACH DAILY PAGE**
- Mood, sleep, and craving intensity (0-10) in 10 seconds
- Today's intention - one line that points the day
- Three gratitudes - the practice that rewires the brain
- Triggers and urges today
- What I did instead of using
- Who I reached out to + meeting attended
- One small win
- Evening reflection space

**WEEKLY CHECK-INS** surface patterns - which days were hardest, what helped, what to change next week. This is how you turn 90 days into data instead of a blur.

**MILESTONE REFLECTIONS** at Day 30, Day 60, and Day 90 capture the real transformation - the shifts you'll forget if you don't write them down.

**EMERGENCY PLAN** in the back - 7 evidence-based steps to ride out a craving without using. Read it out loud when you need to. Includes SAMHSA's 24/7 helpline (1-800-662-HELP), AA, SMART Recovery, and 988 Crisis Line.

**SLIP LOG (NO SHAME)** - because relapse is data, not a verdict. A place to learn from what happened so it doesn't repeat.

**SUPPORT TEAM DIRECTORY** - your people, your numbers, in one place you can find at 2am.

**WHO THIS IS FOR**
- Anyone choosing recovery from alcohol or drugs
- People in AA, SMART Recovery, or going it alone
- The ""California Sober"" or ""Sober Curious"" exploring 90 days
- Friends and family supporting someone in early recovery (gift)

**FORMAT**
- 6x9 inches - fits in a bag, slips into a backpack
- 114 pages, matte cover, print-on-demand
- Designed for daily use, not display

**A NOTE ON SAFETY**
This is a self-help journal, not medical advice. If you are physically dependent on alcohol or benzodiazepines, withdrawal can be life-threatening. Talk to a doctor or call SAMHSA before you stop drinking abruptly.

**Day 1 is brave. Buy the book today.**

---

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",5.99,USD,999,"sobriety journal,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\sobriety-90-day-journal\cover.pdf,,,,,,,,,,,KDP-SOBRIETY-90-DAY-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\sobriety-90-day-journal\sobriety_90_day_journal.pdf
Sourdough Baking Journal: From Starter to Perfect Loaf,"**Bake Better Bread by Writing It Down**

Great sourdough isn't luck — it's a record. The bake that came out perfect last Tuesday? You can repeat it, but only if you wrote down the hydration, the dough temp, the bulk time, and what the crumb looked like. This **Sourdough Baking Journal** is built to capture every detail that matters, so your starter rewards you with consistently better loaves.

**Inside Each of the 100 Bake Log Pages:**
- Recipe & ingredients table (flour blend, weights, baker's percentages, water, starter, salt)
- Conditions block (total hydration %, starter hydration %, levain ratio, room/dough/oven temp)
- Full bake timeline (Levain Build, Mix/Fold, Bulk Ferment, Cold Proof, Bake) with start/end/duration
- Result & crumb scorecard (crust, crumb, rise, taste)
- Star rating + ""will I bake again?"" decision

**Also Includes:**
- Welcome & how-to-use guide written for real home bakers
- My Baker Profile page (starter name, birthdate, oven, goal loaf)
- Quick tips section — float test, dough temp, scoring, internal bread temp
- **Baker's Percentage Cheat Sheet** for 10 loaf styles (Country, Classic, Open-Crumb, High-Hydration, Whole Wheat, Rye, Focaccia, Sandwich, Baguette, Pizza)
- **Starter Maintenance Log** — 6 tracker pages, 108 feed slots
- **My Recipe Library** — 8 pages, 16 saved recipe cards for your winners
- 119 total pages — enough to take you from your first loaf to your hundredth

**Why Bakers Love a Journal:**
After ten loaves, patterns emerge. After fifty, you bake on instinct. The bakers in r/sourdough, in pro bakeries, and on every serious bread blog all keep notes — because flour shifts with the season, your kitchen swings 10°F between months, and your starter changes character after every refresh. Without records, you're starting over each weekend. With this journal, you're building a craft.

**Perfect Gift For:**
- Sourdough beginners and seasoned bakers
- Anyone who got a starter and is afraid to kill it
- Home cooks moving from no-knead to artisan loaves
- Bread-baking class students
- Holiday gift for the friend who won't stop talking about hydration percentages

6"" x 9"" paperback | 119 pages | Warm brown + wheat cover with rustic design

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",7.99,USD,999,"printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic,download","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\etsy\cover_generated\sourdough-baking-journal.png,,,,,,,,,,,KDP-SOURDOUGH-BAKING-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\sourdough-baking-journal\sourdough_baking_journal.pdf
Spot the Difference for Seniors: 50 Large Print Puzzles for Brain Training & Cognitive Exercise,"Spot the Difference for Seniors: 50 Large Print Puzzles for Brain Training & Cognitive Exercise

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",8.99,USD,999,"senior activity book,memory games seniors,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital","PDF,digital,printable",Printable Art,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\spot-difference-seniors\cover.pdf,,,,,,,,,,,KDP-SPOT-DIFFERENCE-SENIORS,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\spot-difference-seniors\spot_difference_seniors.pdf
"Yoga Progress Journal: Daily Practice Log with Pose Checklist, Flexibility Tracker, 30-Day Challenge & Meditation Notes","Yoga Progress Journal: Daily Practice Log with Pose Checklist, Flexibility Tracker, 30-Day Challenge & Meditation Notes

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",9.99,USD,999,"yoga journal,yoga practice log,yoga diary,yoga pose checklist,meditation journal,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner","PDF,digital,printable",Printable Planner,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\yoga-progress-journal\cover.pdf,,,,,,,,,,,KDP-YOGA-PROGRESS-JOURNAL,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\yoga-progress-journal\yoga_progress_journal.pdf
Zodiac Mandala Coloring Book: 50 Astrology-Inspired Geometric Patterns for All 12 Star Signs with Relaxing Symmetrical Designs,"Zodiac Mandala Coloring Book: 50 Astrology-Inspired Geometric Patterns for All 12 Star Signs with Relaxing Symmetrical Designs

---

INSTANT DOWNLOAD
After purchase, you'll receive a downloadable PDF immediately.

FORMAT
- High-quality printable PDF
- US Letter (8.5 x 11) and A4 friendly
- Print at home, at any print shop, or use digitally

REFUND POLICY
Digital downloads are non-refundable due to their instant nature. If you have any issues, message me and I'll make it right.

COPYRIGHT
For personal use only. Not for resale or redistribution.

Thank you for supporting an indie creator.",8.99,USD,999,"zodiac coloring book,printable,digital download,instant download,pdf download,planner,journal,digital art,printable planner,minimalist,pdf,digital,aesthetic","PDF,digital,printable",Printable Art,made_to_order,automatic,i_did,false,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\zodiac-mandala-coloring\cover.pdf,,,,,,,,,,,KDP-ZODIAC-MANDALA-COLORING,,Digital,download,Craft Supplies & Tools > Patterns & How To > Patterns,C:\Users\hdh02\Desktop\cheonmyeongdang\departments\ebook\projects\zodiac-mandala-coloring\zodiac_mandala_coloring.pdf
AI Prompt Library 200 - 200 Production-Ready ChatGPT and Claude Prompts for Notion,"# AI Prompt Library 200 — The Complete ChatGPT & Claude Prompt Pack for Notion

Stop wasting hours wrestling with blank chat boxes. **AI Prompt Library 200** is a battle-tested Notion template loaded with **200 production-ready prompts** organized into **10 categories of 20 prompts each**, so you can copy, paste, and ship faster — every single day.

Whether you write marketing copy at 9 a.m., review pull requests at 2 p.m., or brainstorm product names at midnight, you will find a sharp prompt waiting for you. Every prompt is structured with clear role framing, explicit context placeholders, output specifications, and tone guidance, so the AI gives you usable answers on the first try instead of generic mush.

## What you get

- 200 hand-crafted prompts across 10 high-leverage categories
- 20 marketing copy prompts (landing pages, ads, email subject lines)
- 20 email writing prompts (cold outreach, replies, follow-ups, escalations)
- 20 social media prompts (X threads, LinkedIn posts, Instagram captions)
- 20 code review prompts (security, performance, refactor, naming)
- 20 learning prompts (explain like I'm 5, Feynman drills, flashcards)
- 20 productivity prompts (planning, prioritization, weekly review)
- 20 brainstorming prompts (lateral thinking, SCAMPER, opposite world)
- 20 sales prompts (discovery, objection handling, proposal writing)
- 20 customer support prompts (refund replies, angry users, escalation)
- 20 data analysis prompts (SQL drafting, dashboard logic, insight summary)

## Why this template (vs. generic alternatives)

Most prompt libraries on the internet are one-line wishes (""write me a tweet about X""). This pack is different: every prompt uses the proven **Role + Context + Task + Constraints + Output Format** structure. Each prompt fills out all five fields, leaving you only the placeholders that depend on your specific situation. The library also includes a tagging system so you can filter by use case, model strength, and effort level inside Notion.

## Format

- Notion-ready markdown import (drag and drop, no plugins)
- Works with ChatGPT, Claude, Gemini, Mistral, and any LLM
- Compatible with desktop, mobile, and web Notion
- Single workspace import, table view enabled

## Refund policy

Not happy? Email me within **7 days** of purchase for a full refund — no questions asked, no forms, no friction.

## AI disclosure

Prompts in this template were initially drafted by a human, refined with AI assistance, then manually reviewed and edited for clarity, structure, and real-world utility. Every prompt has been tested in at least one major LLM. See `AI_DISCLOSURE.md` for full details.


---

INSTANT DOWNLOAD
After purchase, you'll receive a Notion-ready markdown file you can drag-and-drop into your workspace.

WORKS WITH
- Notion (Free + Paid)
- ChatGPT, Claude, Gemini, Mistral
- Desktop, Mobile, Web

REFUND POLICY
7-day money-back guarantee.

Thank you for supporting an indie creator.",12.00,USD,999,"notion template,ai prompts,chatgpt prompts,claude prompts,productivity,marketing,copywriting,prompt engineering,knowledge worker,digital download,printable,instant download,pdf download","Notion,template,digital",Notion Template,made_to_order,automatic,i_did,false,D:\notion_templates_2026_05_global_v2\_covers\ai-prompt-library-200.jpg,,,,,,,,,,,NOTION-AI-PROMPT-LIBRARY-200,,Digital,download,Paper & Party Supplies > Paper > Stationery > Planners & Calendars,D:\notion_templates_2026_05_global_v2\_zips\ai-prompt-library-200.zip
Freelancer Client Toolkit - Notion Template for Solo Freelancers and Consultants,"# Freelancer Client Toolkit — The Notion Operating System for Solo Operators and Boutique Agencies

Stop running your freelance business out of seven browser tabs and a Google Sheet from 2019. The **Freelancer Client Toolkit** is a fully wired Notion workspace that gives you a single source of truth for every client, project, invoice, contract, and time log — so you can quote faster, deliver cleaner, and get paid on time without chasing.

Built for solo designers, developers, copywriters, marketers, consultants, and small SaaS service teams. Used inside one Notion workspace, the toolkit replaces a tangle of Trello boards, spreadsheets, sticky notes, and ""where did I put that PDF"" moments.

## What you get

- A unified Client tracker with status, value, and last-touch fields
- Invoice template with line items, tax, due-date logic, and payment tracking
- Project pipeline (Kanban + table views) with stage gating
- Contract checklist covering scope, payment, IP, termination, indemnity
- Time log with rate, billable / non-billable toggle, and weekly rollup
- Scope creep guard with formal change-request workflow
- Discovery-call note template (pain, decision criteria, budget, timeline)
- Onboarding checklist (welcome packet, payment terms, comms cadence)
- End-of-engagement handoff template (deliverables, credentials, post-mortem)
- Annual revenue and utilization dashboard

## Why this template (vs. generic alternatives)

Most freelancer Notion templates are pretty wallpaper — three databases linked together, no actual workflow. This toolkit is built from real boutique-agency operations: every database has the relations and rollups already wired, every template has the prompts a busy operator actually needs, and the scope-creep guard alone has saved early users from dozens of unpaid revisions. You will not find time logs that auto-roll into invoices in any free template.

## Format

- Notion-ready markdown import (drag and drop)
- Compatible with Notion Free, Plus, Business, and Enterprise
- Works on desktop, web, and mobile
- No third-party integrations required to start

## Refund policy

If the toolkit is not a clear fit for your workflow, email me within **7 days** of purchase and I will refund you in full. No forms, no follow-ups, no friction.

## AI disclosure

This template was drafted by a human operator with prior boutique-agency experience, refined with AI assistance for naming consistency and prompt clarity, then manually reviewed for fitness in real-world freelance workflows. See `AI_DISCLOSURE.md` for full details.


---

INSTANT DOWNLOAD
After purchase, you'll receive a Notion-ready markdown file you can drag-and-drop into your workspace.

WORKS WITH
- Notion (Free + Paid)
- ChatGPT, Claude, Gemini, Mistral
- Desktop, Mobile, Web

REFUND POLICY
7-day money-back guarantee.

Thank you for supporting an indie creator.",15.00,USD,999,"notion template,freelancer,client management,invoice template,project management,agency tools,consultant,contract template,time tracking,digital download,printable,instant download,pdf download","Notion,template,digital",Notion Template,made_to_order,automatic,i_did,false,D:\notion_templates_2026_05_global_v2\_covers\freelancer-client-toolkit.jpg,,,,,,,,,,,NOTION-FREELANCER-CLIENT-TOOLKIT,,Digital,download,Paper & Party Supplies > Paper > Stationery > Planners & Calendars,D:\notion_templates_2026_05_global_v2\_zips\freelancer-client-toolkit.zip
Habit Tracker 365 - Daily Habit Notion Template with Streak Tracking,"# Habit Tracker 365 — A Year-Long Notion System for Real Behavior Change

Most habit trackers fall apart by week three. **Habit Tracker 365** is built differently: it is a year-long, calendar-grade Notion system that combines a daily check-off grid, weekly review prompts, streak tracking, month-end retrospectives, and a 21-day challenge launcher — so the habits you start in January are still alive in December.

This is not a one-screen aesthetic toy. It is a behavior-design system grounded in proven principles: small wins, visible streaks, scheduled reflection, and short challenges to bootstrap momentum. Whether you are building a fitness routine, a writing practice, or a sleep schedule, the template gives the structure that makes consistency boring (in the best way).

## What you get

- A 365-day grid view to mark every habit, every day, in seconds
- Up to 10 simultaneous habit columns with custom icons and colors
- Weekly review template with five evidence-based reflection prompts
- Streak counter with current streak, longest streak, and reset history
- Month-end retrospective for pattern detection and habit pruning
- 21-day challenge launcher to bootstrap any new habit
- Identity-based habit framing (be the kind of person who...)
- Habit stacking worksheet (anchor + new behavior + reward)
- Mobile-friendly daily check-in view
- Year-in-review dashboard for reflection on December 31

## Why this template (vs. generic alternatives)

Most habit templates are a static checkbox grid. This one is a system. The streak counter, the weekly review, and the month-end retrospective work together: the grid surfaces the data, the weekly review interprets it, and the retrospective decides what stays. That feedback loop is the difference between tracking a habit and actually changing your behavior.

## Format

- Notion-ready markdown import (drag and drop, no plugins)
- Works on desktop, web, and mobile Notion
- No third-party integrations required
- Compatible with all Notion plans

## Refund policy

Try the system for **7 days**. If it does not click with how you actually live, email me for a full refund — no questions asked.

## AI disclosure

This template was designed by a human author drawing on behavior-design literature and personal habit-coaching experience. AI was used to refine prompt wording and ensure structural consistency. A human editor reviewed every prompt and metric. See `AI_DISCLOSURE.md` for full details.


---

INSTANT DOWNLOAD
After purchase, you'll receive a Notion-ready markdown file you can drag-and-drop into your workspace.

WORKS WITH
- Notion (Free + Paid)
- ChatGPT, Claude, Gemini, Mistral
- Desktop, Mobile, Web

REFUND POLICY
7-day money-back guarantee.

Thank you for supporting an indie creator.",7.00,USD,999,"notion template,habit tracker,year planner,productivity,self improvement,behavior change,daily journal,streak tracker,wellness,digital download,printable,instant download,pdf download","Notion,template,digital",Notion Template,made_to_order,automatic,i_did,false,D:\notion_templates_2026_05_global_v2\_covers\habit-tracker-365.jpg,,,,,,,,,,,NOTION-HABIT-TRACKER-365,,Digital,download,Paper & Party Supplies > Paper > Stationery > Planners & Calendars,D:\notion_templates_2026_05_global_v2\_zips\habit-tracker-365.zip
Budget and Net Worth Tracker - Personal Finance Notion Template,"# Budget & Net Worth Tracker — A Calm, Honest Money Dashboard for Notion

Money anxiety is mostly fog. **Budget & Net Worth Tracker** is a Notion template that clears the fog with five wired-together dashboards: a monthly budget, a net worth tracker, an emergency fund tracker, an investment log, and a debt payoff plan. One workspace, one source of truth, ten minutes a week.

This is not a complex spreadsheet that demands a finance degree. It is a calm, plain-language system designed for normal people who want to stop guessing where their money goes — and start watching their net worth quietly climb, month after month.

## What you get

- A monthly budget template with income, fixed costs, variable costs, and savings
- A net worth tracker with assets, liabilities, and a 12-month trend
- Emergency fund progress bar with target months of expenses
- Investment log for stocks, ETFs, index funds, and other holdings
- Debt payoff dashboard with snowball and avalanche method support
- Cash flow summary with savings rate as a single headline number
- Subscription audit page to find leaking spend
- Annual review template for taxes-aware planning
- Plain-language category guide so you do not need an accountant
- Currency-agnostic (works in any currency you use)

## Why this template (vs. generic alternatives)

Most personal finance templates either drown you in 200 categories or oversimplify into uselessness. This one is opinionated: 12 spending categories that cover real life, one savings rate to track as your North Star, and three time horizons (monthly, quarterly, yearly) that match how money actually flows. The net worth tracker uses the simple formula your grandparents would understand — assets minus liabilities — and shows you the trend that matters.

## Format

- Notion-ready markdown import (drag and drop, no plugins)
- Works in any currency
- Mobile, desktop, and web compatible
- No third-party bank integrations required (manual entry by design, for privacy)

## Refund policy

If the template does not fit your money life, email me within **7 days** for a full refund. No forms, no questions.

## AI disclosure

This template was drafted by a human author with personal-finance and bookkeeping experience, refined with AI assistance for tone and clarity, and human-edited line-by-line. The template provides general personal-finance education only and is not professional financial advice. See `AI_DISCLOSURE.md` for full details.


---

INSTANT DOWNLOAD
After purchase, you'll receive a Notion-ready markdown file you can drag-and-drop into your workspace.

WORKS WITH
- Notion (Free + Paid)
- ChatGPT, Claude, Gemini, Mistral
- Desktop, Mobile, Web

REFUND POLICY
7-day money-back guarantee.

Thank you for supporting an indie creator.",9.00,USD,999,"notion template,budget tracker,net worth,personal finance,debt payoff,emergency fund,investment log,financial planning,money management,digital download,printable,instant download,pdf download","Notion,template,digital",Notion Template,made_to_order,automatic,i_did,false,D:\notion_templates_2026_05_global_v2\_covers\budget-net-worth-tracker.jpg,,,,,,,,,,,NOTION-BUDGET-NET-WORTH-TRACKER,,Digital,download,Paper & Party Supplies > Paper > Stationery > Planners & Calendars,D:\notion_templates_2026_05_global_v2\_zips\budget-net-worth-tracker.zip
